bank,review,rating,date,source
Dashen Bank,verry slow app 🤢,1,2025-08-12 18:51:06,Google Play
Dashen Bank,best bauget app,5,2025-08-12 17:51:24,Google Play
Dashen Bank,its good but he said uptede me 😠🤕,2,2025-08-12 17:11:46,Google Play
Dashen Bank,network issue,1,2025-08-12 13:09:29,Google Play
Dashen Bank,እንጠቀምበት,5,2025-08-12 12:53:26,Google Play
Dashen Bank,nice,5,2025-08-12 11:12:12,Google Play
Dashen Bank,fast and easy to use great App.,5,2025-08-12 11:05:02,Google Play
Dashen Bank,Best Performing and Fast Financial app,5,2025-08-12 10:46:38,Google Play
Dashen Bank,good,5,2025-08-12 10:30:39,Google Play
Dashen Bank,well done keep it up,5,2025-08-12 10:25:32,Google Play
Dashen Bank,good but it takes forever to load,3,2025-08-12 08:47:08,Google Play
Dashen Bank,"It's very good, but there are some things that need to be improved by (speed & receipt view) to be competitive with the companies in the country, i.e.cbe&telebirr.",4,2025-08-12 02:42:55,Google Play
Dashen Bank,my favorite 💗💗💗,5,2025-08-11 18:37:06,Google Play
Dashen Bank,Good app,5,2025-08-11 18:35:05,Google Play
Dashen Bank,Good,5,2025-08-11 16:40:13,Google Play
Dashen Bank,"This is boring Mobile banking app, it is not work properly .so slow!",1,2025-08-11 15:19:55,Google Play
Dashen Bank,"improve the app, please. it is not working. It says response timeout",1,2025-08-10 12:22:45,Google Play
Dashen Bank,modern perfect app interface with the best banking tools 👏,5,2025-08-09 01:46:45,Google Play
Dashen Bank,"poor, glitch stack",1,2025-08-07 10:19:11,Google Play
Dashen Bank,slowest banking app ever used,3,2025-08-07 09:37:19,Google Play
Dashen Bank,Good,1,2025-08-06 02:41:59,Google Play
Dashen Bank,Good 👍,5,2025-08-05 12:42:29,Google Play
Dashen Bank,Dashen Bank super app is the best app,5,2025-08-05 07:33:33,Google Play
Dashen Bank,best,5,2025-08-02 10:54:08,Google Play
Dashen Bank,would most likely rate it even less but it does have it's perks. But for the most part the whole app is filled with bugs and it stops being responsive almost everytime. Besides some new features and the new UI design I most definitely prefer the old amole Version. either fix this mess or bring back Amole,2,2025-08-01 13:51:18,Google Play
