bank,review,rating,date,source
Commercial Bank of Ethiopia (CBE),good,4,2026-01-27 16:41:14,Google Play
Commercial Bank of Ethiopia (CBE),good,5,2026-01-27 15:49:54,Google Play
Commercial Bank of Ethiopia (CBE),good,5,2026-01-27 08:31:48,Google Play
Commercial Bank of Ethiopia (CBE),perfect,5,2026-01-26 16:52:49,Google Play
Commercial Bank of Ethiopia (CBE),the app is public scam app the fee. even though the interface looks like a childish interface that don't macth with this generation. if my grandfather saw this he would choose nokia's interface.100% for sure,1,2026-01-25 22:37:00,Google Play
Commercial Bank of Ethiopia (CBE),leboch birachinn zmblachu atukrotu,1,2026-01-25 16:29:22,Google Play
Commercial Bank of Ethiopia (CBE),በጣም ምርጥ,5,2026-01-25 10:32:22,Google Play
Commercial Bank of Ethiopia (CBE),good,5,2026-01-25 09:46:33,Google Play
Commercial Bank of Ethiopia (CBE),easy to use,5,2026-01-25 07:15:26,Google Play
Commercial Bank of Ethiopia (CBE),very nice app,5,2026-01-24 22:29:32,Google Play
Commercial Bank of Ethiopia (CBE),Unable to work,5,2026-01-24 15:37:54,Google Play
Commercial Bank of Ethiopia (CBE),ok,5,2026-01-24 11:08:11,Google Play
Commercial Bank of Ethiopia (CBE),"Excellent..on last pin steps if you can change it Numbers arrangements, Start from 1 not zero ""0""",5,2026-01-23 20:08:13,Google Play
Commercial Bank of Ethiopia (CBE),not fast like awash,3,2026-01-23 19:54:41,Google Play
Commercial Bank of Ethiopia (CBE),good exprerience,5,2026-01-23 18:50:30,Google Play
Commercial Bank of Ethiopia (CBE),ok,5,2026-01-23 10:17:29,Google Play
Commercial Bank of Ethiopia (CBE),I like this application and It's very useful,5,2026-01-22 21:33:12,Google Play
Commercial Bank of Ethiopia (CBE),good cbe bank all ways best,5,2026-01-22 19:51:35,Google Play
Commercial Bank of Ethiopia (CBE),Very good,5,2026-01-22 19:02:10,Google Play
Commercial Bank of Ethiopia (CBE),👌,5,2026-01-22 16:33:28,Google Play
Commercial Bank of Ethiopia (CBE),ዝም ብሉ ይዞራል 😡😡😡,1,2026-01-22 16:21:48,Google Play
Commercial Bank of Ethiopia (CBE),"the worst banking app ever, horriblde interface, lags almost all the time and just isnt user friendly",1,2026-01-22 12:04:31,Google Play
Commercial Bank of Ethiopia (CBE),"v,bad",5,2026-01-22 10:40:08,Google Play
Commercial Bank of Ethiopia (CBE),አቦ ምርጥ ናችሁ,5,2026-01-21 21:28:27,Google Play
Commercial Bank of Ethiopia (CBE),ምርጥ,5,2026-01-21 18:11:19,Google Play
Commercial Bank of Ethiopia (CBE),Excellent quality performance. Well done.,5,2026-01-21 15:23:24,Google Play
Commercial Bank of Ethiopia (CBE),ok,5,2026-01-21 15:17:07,Google Play
Commercial Bank of Ethiopia (CBE),not working,1,2026-01-21 07:45:02,Google Play
Commercial Bank of Ethiopia (CBE),really its very nice,5,2026-01-21 06:00:58,Google Play
Commercial Bank of Ethiopia (CBE),"Thank you EBC, a bank that we can use wherever we are, for a genuine, accurate and convenient banking service!",5,2026-01-21 05:10:28,Google Play
Commercial Bank of Ethiopia (CBE),excellent app,5,2026-01-20 21:14:55,Google Play
Commercial Bank of Ethiopia (CBE),it is reliable and easy but soon or later something happen like does not see the acount table first,5,2026-01-19 22:13:44,Google Play
Commercial Bank of Ethiopia (CBE),Good App. for every user.,5,2026-01-19 16:12:16,Google Play
Commercial Bank of Ethiopia (CBE),good,5,2026-01-19 15:45:39,Google Play
Commercial Bank of Ethiopia (CBE),"Please add Transfer to M-Pesa (Safaricom) in CBE NOOR Mobile Banking. As an airtime merchant, this feature will help me serve customers faster and avoid third-party services",2,2026-01-19 09:18:18,Google Play
Commercial Bank of Ethiopia (CBE),good,5,2026-01-18 15:06:38,Google Play
Commercial Bank of Ethiopia (CBE),good,1,2026-01-18 14:26:31,Google Play
Commercial Bank of Ethiopia (CBE),"The app update strengthens reporting transparency, helps track transactions and fits the bank’s push to modernize digital banking services.",5,2026-01-17 22:09:33,Google Play
Commercial Bank of Ethiopia (CBE),nice 👍,5,2026-01-17 17:07:57,Google Play
Commercial Bank of Ethiopia (CBE),ok,4,2026-01-17 16:44:28,Google Play
Commercial Bank of Ethiopia (CBE),I like this apps b/cs of it is very simple for used,4,2026-01-17 12:36:09,Google Play
Commercial Bank of Ethiopia (CBE),i loved it,5,2026-01-16 21:40:59,Google Play
Commercial Bank of Ethiopia (CBE),best app in country,5,2026-01-16 21:38:27,Google Play
Commercial Bank of Ethiopia (CBE),wow so amazing !,5,2026-01-16 20:06:16,Google Play
Commercial Bank of Ethiopia (CBE),unable to open or takes longer time to open and needs to reactivate repeatedly.,2,2026-01-16 15:34:04,Google Play
Commercial Bank of Ethiopia (CBE),best of best,5,2026-01-16 10:37:57,Google Play
Commercial Bank of Ethiopia (CBE),good,5,2026-01-15 19:51:51,Google Play
Commercial Bank of Ethiopia (CBE),thankyou,5,2026-01-15 19:30:46,Google Play
Commercial Bank of Ethiopia (CBE),is good app,5,2026-01-15 18:28:43,Google Play
Commercial Bank of Ethiopia (CBE),very good it's interested,5,2026-01-15 15:33:26,Google Play
Commercial Bank of Ethiopia (CBE),I connect FAN Number with commercial bank,1,2026-01-15 15:15:20,Google Play
Commercial Bank of Ethiopia (CBE),"In the previous, I gave 4 🌟 for this app based on my evaluation. This app was without biometric security and may be exposed to cheaters unexpectedly. It is solved now. You can add verification security on the setting app.",5,2026-01-15 09:52:34,Google Play
Commercial Bank of Ethiopia (CBE),wow comirshal,5,2026-01-15 01:00:44,Google Play
Commercial Bank of Ethiopia (CBE),good,4,2026-01-14 14:57:21,Google Play
Commercial Bank of Ethiopia (CBE),nice app,4,2026-01-14 12:25:42,Google Play
Commercial Bank of Ethiopia (CBE),best,5,2026-01-14 09:36:10,Google Play
Commercial Bank of Ethiopia (CBE),I like it more and more the app is very very good app to use and also the simplified the service,5,2026-01-14 09:33:43,Google Play
Commercial Bank of Ethiopia (CBE),it's good for ethiopian application pls make it directly linked to Paypal 🥺🥺🥺🥺,5,2026-01-13 21:02:29,Google Play
Commercial Bank of Ethiopia (CBE),good 👍,5,2026-01-13 17:20:13,Google Play
Commercial Bank of Ethiopia (CBE),learning more,5,2026-01-13 12:00:04,Google Play
Commercial Bank of Ethiopia (CBE),nise,5,2026-01-12 22:07:30,Google Play
Commercial Bank of Ethiopia (CBE),"Best mobile banking application,it makes it easy for any of my financial transactions",5,2026-01-12 21:18:02,Google Play
Commercial Bank of Ethiopia (CBE),ok,3,2026-01-12 18:13:43,Google Play
Commercial Bank of Ethiopia (CBE),very good keep it up,5,2026-01-12 08:04:15,Google Play
Commercial Bank of Ethiopia (CBE),amazing,5,2026-01-12 05:56:37,Google Play
Commercial Bank of Ethiopia (CBE),"I use thecommeecial of etbiopia app,and it's verygood !!!!",5,2026-01-11 21:02:59,Google Play
Commercial Bank of Ethiopia (CBE),good mobile banking,5,2026-01-11 16:20:31,Google Play
Commercial Bank of Ethiopia (CBE),Nice appp,5,2026-01-11 15:40:26,Google Play
Commercial Bank of Ethiopia (CBE),very good,5,2026-01-11 14:16:43,Google Play
Commercial Bank of Ethiopia (CBE),great customer service,5,2026-01-11 05:55:14,Google Play
Commercial Bank of Ethiopia (CBE),"hulem yemntemamenbet bank, ewnetm",5,2026-01-10 23:38:20,Google Play
Commercial Bank of Ethiopia (CBE),"Nice app,but sometimes delayed while transferring Tr.",4,2026-01-10 21:42:54,Google Play
Commercial Bank of Ethiopia (CBE),nice app,5,2026-01-10 16:55:19,Google Play
Commercial Bank of Ethiopia (CBE),CBE,5,2026-01-10 11:05:12,Google Play
Commercial Bank of Ethiopia (CBE),Good,5,2026-01-10 10:30:22,Google Play
Commercial Bank of Ethiopia (CBE),ኢንተርነት ባለበት ሁሉም ቦታ ስለሚሰራ እንድሁም ለአሰራር ናብ አጠቃቄም ምቹ ና ቀላል ነው,5,2026-01-09 20:10:18,Google Play
Commercial Bank of Ethiopia (CBE),Best,5,2026-01-09 17:28:12,Google Play
Commercial Bank of Ethiopia (CBE),good app,5,2026-01-09 16:47:00,Google Play
Commercial Bank of Ethiopia (CBE),it good,5,2026-01-09 13:12:27,Google Play
Commercial Bank of Ethiopia (CBE),nice,5,2026-01-09 12:17:36,Google Play
Commercial Bank of Ethiopia (CBE),Excellent,5,2026-01-09 11:04:42,Google Play
Commercial Bank of Ethiopia (CBE),Update: The screwn shot is put back so now it is much more user friendly. Taking away the screenshot of the receipt is just silly. Worse is tbe download button putting a copy of the screenshot - which you prevented to be taken - in tbe downloads folder where we cant attach directly from Whatsapp. Millions of people use the screenshot as proof of payment / transfer yet you make that harder for everyone? I hope every user contacts the developer or manager who made this awful decision.,4,2026-01-09 00:49:13,Google Play
Commercial Bank of Ethiopia (CBE),very very good apps thanks to owner,5,2026-01-08 23:22:58,Google Play
Commercial Bank of Ethiopia (CBE),"it's not showing amount and others, and it's not transfer the money too",5,2026-01-08 15:52:46,Google Play
Commercial Bank of Ethiopia (CBE),"very good to use, and easy, convenient and consuim less time!",5,2026-01-08 15:36:51,Google Play
Commercial Bank of Ethiopia (CBE),very exciting,5,2026-01-08 12:58:54,Google Play
Commercial Bank of Ethiopia (CBE),my best of every cbe application,5,2026-01-08 08:15:03,Google Play
Commercial Bank of Ethiopia (CBE),ይለያል,5,2026-01-07 19:44:05,Google Play
Commercial Bank of Ethiopia (CBE),Literally The worst mobile banking app,1,2026-01-07 09:09:58,Google Play
Commercial Bank of Ethiopia (CBE),good,5,2026-01-06 22:34:22,Google Play
Commercial Bank of Ethiopia (CBE),not good,5,2026-01-06 21:09:54,Google Play
Commercial Bank of Ethiopia (CBE),good service,5,2026-01-06 19:51:02,Google Play
Commercial Bank of Ethiopia (CBE),good,5,2026-01-06 18:06:42,Google Play
Commercial Bank of Ethiopia (CBE),good,5,2026-01-06 17:35:40,Google Play
Commercial Bank of Ethiopia (CBE),good,5,2026-01-06 12:22:14,Google Play
Commercial Bank of Ethiopia (CBE),Vary excellent and reliable,4,2026-01-05 21:41:05,Google Play
Commercial Bank of Ethiopia (CBE),utterly outdated system,1,2026-01-05 19:50:13,Google Play
Commercial Bank of Ethiopia (CBE),exelent,5,2026-01-05 10:18:26,Google Play
Commercial Bank of Ethiopia (CBE),"The first experience was good, the appearance was good and the security was good, but now it needs to be replaced with a better app. The reason is not speed, it doesn't have many features.",5,2026-01-04 21:14:41,Google Play
Commercial Bank of Ethiopia (CBE),"It doesn't work properly, and it is giving me a hard time. I can't rely on this app anymore.",1,2026-01-04 17:02:53,Google Play
Commercial Bank of Ethiopia (CBE),It is neither fast nor provides prompt updated information.,3,2026-01-04 14:30:38,Google Play
Commercial Bank of Ethiopia (CBE),very good,5,2026-01-04 10:32:04,Google Play
Commercial Bank of Ethiopia (CBE),good,5,2026-01-03 23:32:43,Google Play
Commercial Bank of Ethiopia (CBE),good,1,2026-01-03 20:26:15,Google Play
Commercial Bank of Ethiopia (CBE),Please add Dark Mode option it's necessary for an app to be flexible for user's usability,3,2026-01-03 17:10:28,Google Play
Commercial Bank of Ethiopia (CBE),it so good apps,5,2026-01-03 13:32:08,Google Play
Commercial Bank of Ethiopia (CBE),its not perfect,1,2026-01-03 12:55:56,Google Play
Commercial Bank of Ethiopia (CBE),"the App need a lots of improvements. kindly try to make it friendly, useful and easy-to-use.",3,2026-01-03 10:36:27,Google Play
Commercial Bank of Ethiopia (CBE),excellent,5,2026-01-03 10:21:27,Google Play
Commercial Bank of Ethiopia (CBE),"Amazing app so simple to use. please add the feature to print bank statements with the app, without visiting the branch in person.",5,2026-01-03 01:23:52,Google Play
Commercial Bank of Ethiopia (CBE),very nice,5,2026-01-02 22:55:14,Google Play
Commercial Bank of Ethiopia (CBE),Tanks...,5,2026-01-02 22:53:10,Google Play
Commercial Bank of Ethiopia (CBE),best app,5,2026-01-02 21:42:54,Google Play
Commercial Bank of Ethiopia (CBE),good,3,2026-01-02 20:21:00,Google Play
Commercial Bank of Ethiopia (CBE),best apps when ever!,2,2026-01-02 04:52:54,Google Play
Commercial Bank of Ethiopia (CBE),this app is very accelarating accessablity,5,2026-01-02 00:33:11,Google Play
Commercial Bank of Ethiopia (CBE),A good 👍,5,2026-01-01 18:13:45,Google Play
Commercial Bank of Ethiopia (CBE),it delays in transferring,2,2026-01-01 15:55:25,Google Play
Commercial Bank of Ethiopia (CBE),good,5,2026-01-01 12:16:06,Google Play
Commercial Bank of Ethiopia (CBE),good,4,2026-01-01 09:29:39,Google Play
Commercial Bank of Ethiopia (CBE),Not good like telebirr,2,2025-12-31 23:03:29,Google Play
Commercial Bank of Ethiopia (CBE),Commercial Bank,5,2025-12-31 03:13:08,Google Play
Commercial Bank of Ethiopia (CBE),Appreciated,5,2025-12-30 21:14:25,Google Play
Commercial Bank of Ethiopia (CBE),l liket,5,2025-12-30 19:22:25,Google Play
Commercial Bank of Ethiopia (CBE),The most nice app. Thank you CBE,5,2025-12-30 18:14:02,Google Play
Commercial Bank of Ethiopia (CBE),the most secure app!,5,2025-12-30 17:21:21,Google Play
Commercial Bank of Ethiopia (CBE),በጣም ቀርፋፋ እና አስጠሊ አፕ 😏,1,2025-12-30 14:44:02,Google Play
Commercial Bank of Ethiopia (CBE),nice,5,2025-12-30 10:16:43,Google Play
Commercial Bank of Ethiopia (CBE),Bankii umataa nuf jiradhaa 🌍,5,2025-12-29 18:56:43,Google Play
Commercial Bank of Ethiopia (CBE),it's goof,1,2025-12-29 14:44:39,Google Play
Commercial Bank of Ethiopia (CBE),best,5,2025-12-29 10:59:33,Google Play
Commercial Bank of Ethiopia (CBE),I need this app,5,2025-12-27 20:16:41,Google Play
Commercial Bank of Ethiopia (CBE),"As a developer, I find the CBE app’s UI needs a major overhaul. For first-time users, the navigation path is confusing and lacks a clear flow. The interface feels cluttered, making simple tasks harder than they should be. Performance is also inconsistent; I noticed that refresh speeds and interaction response times vary wildly depending on the device. It lacks the smooth, optimized feel required for a modern banking app.",2,2025-12-27 18:14:24,Google Play
Commercial Bank of Ethiopia (CBE),"customer service is very poor, they don't have a direct way of communicating, you have to google and search if you run into a problem, big name poor service. transactions fail every now and then and you have to go through unnecessary stuff to get your money or start over again, very lame.",2,2025-12-27 11:27:54,Google Play
Commercial Bank of Ethiopia (CBE),excellent,5,2025-12-26 08:39:32,Google Play
Commercial Bank of Ethiopia (CBE),Nice👍,4,2025-12-25 23:32:43,Google Play
Commercial Bank of Ethiopia (CBE),very nice,5,2025-12-25 13:14:04,Google Play
Commercial Bank of Ethiopia (CBE),useless app,1,2025-12-24 21:33:00,Google Play
Commercial Bank of Ethiopia (CBE),good,5,2025-12-24 11:37:53,Google Play
Commercial Bank of Ethiopia (CBE),wowwww amazing,5,2025-12-24 09:56:05,Google Play
Commercial Bank of Ethiopia (CBE),it is very good app,5,2025-12-23 22:05:42,Google Play
Commercial Bank of Ethiopia (CBE),account post no debit for no reason and since am far from the branch am not getting any help on support lines,1,2025-12-23 20:24:00,Google Play
Commercial Bank of Ethiopia (CBE),Excellent!,5,2025-12-23 17:28:24,Google Play
Commercial Bank of Ethiopia (CBE),good for us,5,2025-12-23 09:42:37,Google Play
Commercial Bank of Ethiopia (CBE),🙌🙌,5,2025-12-23 08:51:16,Google Play
Commercial Bank of Ethiopia (CBE),i have full expriance,5,2025-12-23 01:41:24,Google Play
Commercial Bank of Ethiopia (CBE),"There is currently no method to consistently monitor my transactions a standard feature that should be available in any modern banking system. I encountered an emergency at 6:00 PM when no physical bank branches were open. I required a statement for the past two days; however, I was unable to view or download one through your digital platforms. This lack of functionality is quite outdated and unacceptable",1,2025-12-22 22:06:50,Google Play
Commercial Bank of Ethiopia (CBE),good app I like it,5,2025-12-22 19:42:18,Google Play
Commercial Bank of Ethiopia (CBE),good,5,2025-12-22 14:07:39,Google Play
Commercial Bank of Ethiopia (CBE),Best,5,2025-12-21 19:48:38,Google Play
Commercial Bank of Ethiopia (CBE),ሰምከድጃ,3,2025-12-21 19:00:04,Google Play
Commercial Bank of Ethiopia (CBE),cbe app,5,2025-12-21 13:19:51,Google Play
Bank of Abyssinia (BOA),Good,5,2026-02-17 18:53:42,Google Play
Bank of Abyssinia (BOA),it crush every time you opend it it is hard to pay quickly or to access,1,2026-02-17 10:27:49,Google Play
Bank of Abyssinia (BOA),it is a best app,5,2026-02-16 02:05:31,Google Play
Bank of Abyssinia (BOA),"this app is useless, i try to use it but the app crash and log me out and this is happen again and again. i thought they will fix it on update but there is no update.",1,2026-02-15 07:50:01,Google Play
Bank of Abyssinia (BOA),"It’s very hard, it’s not working.👎👎",1,2026-02-11 16:55:01,Google Play
Bank of Abyssinia (BOA),v.good,5,2026-02-11 04:29:55,Google Play
Bank of Abyssinia (BOA),some time the app would have been a problem to open,5,2026-02-10 22:46:44,Google Play
Bank of Abyssinia (BOA),good,5,2026-02-10 09:43:43,Google Play
Bank of Abyssinia (BOA),good,5,2026-02-08 18:42:24,Google Play
Bank of Abyssinia (BOA),Its not work accurately please improve your mobile banking,1,2026-02-03 09:19:03,Google Play
Bank of Abyssinia (BOA),the most doagusting app from ethiopian banking especially on weekdenda🤮🤮🤮🤮🤮🤮🤮,1,2026-02-02 22:36:33,Google Play
Bank of Abyssinia (BOA),wondo mechesa,5,2026-01-31 15:48:52,Google Play
Bank of Abyssinia (BOA),good but the user interface and animations need some upgrade,4,2026-01-31 12:31:47,Google Play
Bank of Abyssinia (BOA),what is wrong these app ?,1,2026-01-30 18:46:57,Google Play
Bank of Abyssinia (BOA),very good app,5,2026-01-29 12:39:44,Google Play
Bank of Abyssinia (BOA),unsatisfied to your mobile banking application,5,2026-01-28 01:41:02,Google Play
Bank of Abyssinia (BOA),"Whenever I want to see my balance, the app says “no” and logs me out. Looks like the developer doesn’t want customers to know the truth 😄! This app really protects my money. It logs me out before I can even see my balance. 👉 Honestly, this app doesn’t reflect the quality of Bank of Abyssinia.",3,2026-01-26 18:50:33,Google Play
Bank of Abyssinia (BOA),"BoA Mobile is boring, imagine if you install it to your phone it crash when once used and require reinstall. I downloaded ten times but it still crashing.",1,2026-01-25 17:13:11,Google Play
Bank of Abyssinia (BOA),እሽቱ,5,2026-01-24 23:06:48,Google Play
Bank of Abyssinia (BOA),very clumsy application. it sucks alot.,1,2026-01-23 21:47:52,Google Play
Bank of Abyssinia (BOA),so perfect in everything,5,2026-01-22 20:08:57,Google Play
Bank of Abyssinia (BOA),yse good ap,5,2026-01-22 16:19:27,Google Play
Bank of Abyssinia (BOA),the worst Mobile banking app👎👎👎👎,1,2026-01-22 08:35:04,Google Play
Bank of Abyssinia (BOA),እየሩስ ፣አይለ፣,1,2026-01-20 22:09:01,Google Play
Bank of Abyssinia (BOA),very nice,5,2026-01-20 13:55:50,Google Play
Bank of Abyssinia (BOA),an app with very attractive GUI,5,2026-01-17 17:01:40,Google Play
Bank of Abyssinia (BOA),very Good application,4,2026-01-14 22:19:32,Google Play
Bank of Abyssinia (BOA),yes,5,2026-01-13 15:59:48,Google Play
Bank of Abyssinia (BOA),"“The installation is easy, but after activation, the ‘Allow’ option does not appear on my Huawei Android phone.” More simple: “Installation is easy,",5,2026-01-10 18:14:42,Google Play
Bank of Abyssinia (BOA),app doesnt work,1,2026-01-10 17:26:50,Google Play
Bank of Abyssinia (BOA),it's too slow and when you are in a hurry don't use this app,1,2026-01-10 15:56:11,Google Play
Bank of Abyssinia (BOA),The worest app ever .work hard and do betterthan this,1,2026-01-09 19:57:36,Google Play
Bank of Abyssinia (BOA),The app is always glitch seems there's is significant issue from the backend. Can someone take a look on this or just remove from appstore this trash 🗑 🙄. Thank you.,1,2026-01-07 07:16:09,Google Play
Bank of Abyssinia (BOA),n m ű,3,2026-01-06 20:11:11,Google Play
Bank of Abyssinia (BOA),so good,5,2026-01-06 14:40:05,Google Play
Bank of Abyssinia (BOA),my app is not working .,1,2026-01-06 09:36:21,Google Play
Bank of Abyssinia (BOA),"Problems with internet, the app sometimes says there is no internet connection while Internet Data is on. this needs to be fixed, it's unacceptable not being able to access your bank account when you need it.",1,2026-01-05 20:39:22,Google Play
Bank of Abyssinia (BOA),"There's only one word to describe BOA mobile banking app, and it's 'እንጨት'. It's been the worst experience and it's continuing to be so.",1,2026-01-04 14:08:08,Google Play
Bank of Abyssinia (BOA),not good update it again,1,2026-01-04 09:06:33,Google Play
Bank of Abyssinia (BOA),the app not works on samsung galaxy A06 models it's directly kick you out of the app whenever u want to use it amd and then it's says the app is not working i hope they fix it soon,2,2026-01-04 00:52:21,Google Play
Bank of Abyssinia (BOA),The worest banking app i ever used,1,2026-01-03 18:02:34,Google Play
Bank of Abyssinia (BOA),"This app is the worst app I've ever seen. Unless the developer fixes it, BOA will lose all its customers.",1,2026-01-02 15:17:45,Google Play
Bank of Abyssinia (BOA),yetemeta app nw cherash nw apk west maygebawu beza sebeb absiniya tesenabichalewu,1,2026-01-01 07:48:18,Google Play
Bank of Abyssinia (BOA),ደገፉ ፈፊኘየየከ ወግወ ደገፉ,5,2025-12-31 17:16:39,Google Play
Bank of Abyssinia (BOA),good,5,2025-12-27 20:54:09,Google Play
Bank of Abyssinia (BOA),good 👍👍👍,5,2025-12-27 11:49:13,Google Play
Bank of Abyssinia (BOA),best digital financing app in ethiopia,5,2025-12-26 21:57:11,Google Play
Bank of Abyssinia (BOA),wooow,5,2025-12-26 20:18:19,Google Play
Bank of Abyssinia (BOA),very good to be continued to update,5,2025-12-24 10:15:21,Google Play
Bank of Abyssinia (BOA),የአቢሲኒያ ባንክ app,5,2025-12-22 19:26:26,Google Play
Bank of Abyssinia (BOA),አፕሊኬሽኑ መጨረሻ ቀርፋፋ ነው:: 2G,1,2025-12-21 18:34:15,Google Play
Bank of Abyssinia (BOA),best,5,2025-12-21 17:50:07,Google Play
Bank of Abyssinia (BOA),"what is this the 19 century 😡,we can't even see our balance,this app is going backwards 😤",1,2025-12-21 11:11:45,Google Play
Bank of Abyssinia (BOA),The worst Mobile banking app in Ethiopia,1,2025-12-20 15:29:07,Google Play
Bank of Abyssinia (BOA),great,5,2025-12-18 10:47:08,Google Play
Bank of Abyssinia (BOA),Applicationa kerem delile,5,2025-12-18 01:05:07,Google Play
Bank of Abyssinia (BOA),fast,5,2025-12-17 18:05:07,Google Play
Bank of Abyssinia (BOA),Good,5,2025-12-17 10:49:49,Google Play
Bank of Abyssinia (BOA),good,5,2025-12-16 15:50:18,Google Play
Bank of Abyssinia (BOA),😍,5,2025-12-15 15:38:30,Google Play
Bank of Abyssinia (BOA),best,5,2025-12-15 14:28:56,Google Play
Bank of Abyssinia (BOA),nice,5,2025-12-13 09:10:55,Google Play
Bank of Abyssinia (BOA),WE EXPECT IT WILL BE MORE AND MORE FASTER THAN EARLIER!,5,2025-12-13 08:21:22,Google Play
Bank of Abyssinia (BOA),Amazing App 👏,5,2025-12-12 20:12:54,Google Play
Bank of Abyssinia (BOA),Niec app,5,2025-12-12 14:00:05,Google Play
Bank of Abyssinia (BOA),best app of the year,5,2025-12-12 12:37:25,Google Play
Bank of Abyssinia (BOA),waw,2,2025-12-12 11:40:45,Google Play
Bank of Abyssinia (BOA),it constantly bugs and doesnt open what is the purpose of mobile banking app if i dont use it when i need it?,1,2025-12-12 10:56:13,Google Play
Bank of Abyssinia (BOA),good sp,5,2025-12-10 22:32:27,Google Play
Bank of Abyssinia (BOA),🔥🔥,5,2025-12-10 13:21:23,Google Play
Bank of Abyssinia (BOA),good,4,2025-12-09 09:59:13,Google Play
Bank of Abyssinia (BOA),good,4,2025-12-06 06:16:40,Google Play
Bank of Abyssinia (BOA),"please fix the bug this app does not work, it says Error The request was not successful. Please check device connectivity or try again.",1,2025-12-05 20:26:55,Google Play
Bank of Abyssinia (BOA),not bad,3,2025-12-04 12:46:06,Google Play
Bank of Abyssinia (BOA),nice banking,5,2025-12-02 12:39:41,Google Play
Bank of Abyssinia (BOA),what a bad app... cant even learn from CBE ... how can they even improve?,1,2025-12-02 11:12:23,Google Play
Bank of Abyssinia (BOA),it stuck everytime when i use it . the app won't budge to even open,1,2025-12-02 07:43:05,Google Play
Bank of Abyssinia (BOA),i don't find it good and now it is not working!,1,2025-12-01 20:46:47,Google Play
Bank of Abyssinia (BOA),Make the reason we wrote visible on app transaction.,2,2025-12-01 09:20:30,Google Play
Bank of Abyssinia (BOA),app is note active working crash,1,2025-11-30 21:57:28,Google Play
Bank of Abyssinia (BOA),🙏👍,5,2025-11-29 03:47:54,Google Play
Bank of Abyssinia (BOA),Very Good,5,2025-11-28 20:18:20,Google Play
Bank of Abyssinia (BOA),goof,5,2025-11-28 13:33:37,Google Play
Bank of Abyssinia (BOA),good!,5,2025-11-28 12:19:31,Google Play
Bank of Abyssinia (BOA),good jop,5,2025-11-27 13:19:25,Google Play
Bank of Abyssinia (BOA),bad exprience...it is so crushed,1,2025-11-27 11:41:15,Google Play
Bank of Abyssinia (BOA),not user friendly at all it requires a huge connectivity and also lags many times 😑😑😑,1,2025-11-26 22:52:50,Google Play
Bank of Abyssinia (BOA),ምንም የማይ ሰራ,1,2025-11-26 13:08:10,Google Play
Bank of Abyssinia (BOA),very good,5,2025-11-25 13:15:43,Google Play
Bank of Abyssinia (BOA),most of the time is not working properly,1,2025-11-25 08:23:20,Google Play
Bank of Abyssinia (BOA),good service,5,2025-11-25 02:10:24,Google Play
Bank of Abyssinia (BOA),not use for me,3,2025-11-23 18:23:59,Google Play
Bank of Abyssinia (BOA),It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,1,2025-11-22 14:21:32,Google Play
Bank of Abyssinia (BOA),waw,5,2025-11-21 06:49:18,Google Play
Bank of Abyssinia (BOA),the lag is unbelievable when you need it the most this suks,1,2025-11-19 13:04:40,Google Play
Bank of Abyssinia (BOA),I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,1,2025-11-18 20:28:03,Google Play
Bank of Abyssinia (BOA),it is a good app,5,2025-11-18 09:47:47,Google Play
Bank of Abyssinia (BOA),it is not working at all,1,2025-11-15 20:42:13,Google Play
Bank of Abyssinia (BOA),🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,5,2025-11-15 19:29:15,Google Play
Bank of Abyssinia (BOA),when trying to activate the app it keeps on loading on the security questions page. It has been two days,1,2025-11-13 09:57:58,Google Play
Bank of Abyssinia (BOA),fast and simple,5,2025-11-11 03:23:24,Google Play
Bank of Abyssinia (BOA),best of best,5,2025-11-10 19:25:19,Google Play
Bank of Abyssinia (BOA),Worest Banking App Ever I seen. Fake App Bad Better to Leave,1,2025-11-10 19:03:40,Google Play
Bank of Abyssinia (BOA),good,4,2025-11-10 14:46:34,Google Play
Bank of Abyssinia (BOA),"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",1,2025-11-08 13:11:33,Google Play
Bank of Abyssinia (BOA),Meet you genuine.App I tried is not functional.Helping.welldoingwith BOA Ethiopia .fastandrelevant.morconnecting Digitalyworld.Digitalyworld. thanks.,5,2025-11-08 12:18:43,Google Play
Bank of Abyssinia (BOA),best app,5,2025-11-08 11:40:22,Google Play
Bank of Abyssinia (BOA),Best app,5,2025-11-07 21:15:06,Google Play
Bank of Abyssinia (BOA),"Barely works, it always fails to connect",1,2025-11-07 16:33:56,Google Play
Bank of Abyssinia (BOA),this app launch time is so long also has dozen bugs in addition it's has been long time get update,1,2025-11-05 12:22:49,Google Play
Bank of Abyssinia (BOA),very nice,5,2025-11-04 17:21:49,Google Play
Bank of Abyssinia (BOA),"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",3,2025-11-04 15:26:13,Google Play
